Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
13 Madrid, Comunidad de;Índice general;Variación anual;2018M04;1,0
13 Madrid, Comunidad de;Índice general;Variación anual;2018M03;1,4
13 Madrid, Comunidad de;Índice general;Variación anual;2018M02;1,1
13 Madrid, Comunidad de;Índice general;Variación anual;2018M01;0,7
13 Madrid, Comunidad de;Índice general;Variación anual;2017M12;1,2
13 Madrid, Comunidad de;Índice general;Variación anual;2017M11;1,5
13 Madrid, Comunidad de;Índice general;Variación anual;2017M10;1,5
13 Madrid, Comunidad de;Índice general;Variación anual;2017M09;1,8
13 Madrid, Comunidad de;Índice general;Variación anual;2017M08;1,4
13 Madrid, Comunidad de;Índice general;Variación anual;2017M07;1,3
13 Madrid, Comunidad de;Índice general;Variación anual;2017M06;1,4
13 Madrid, Comunidad de;Índice general;Variación anual;2017M05;1,8
13 Madrid, Comunidad de;Índice general;Variación anual;2017M04;2,5
13 Madrid, Comunidad de;Índice general;Variación anual;2017M03;1,9
13 Madrid, Comunidad de;Índice general;Variación anual;2017M02;2,6
13 Madrid, Comunidad de;Índice general;Variación anual;2017M01;2,7
13 Madrid, Comunidad de;Índice general;Variación anual;2016M12;1,4
13 Madrid, Comunidad de;Índice general;Variación anual;2016M11;0,5
13 Madrid, Comunidad de;Índice general;Variación anual;2016M10;0,5
13 Madrid, Comunidad de;Índice general;Variación anual;2016M09;0,0
13 Madrid, Comunidad de;Índice general;Variación anual;2016M08;-0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2016M07;-0,6
13 Madrid, Comunidad de;Índice general;Variación anual;2016M06;-0,8
13 Madrid, Comunidad de;Índice general;Variación anual;2016M05;-1,0
13 Madrid, Comunidad de;Índice general;Variación anual;2016M04;-1,1
13 Madrid, Comunidad de;Índice general;Variación anual;2016M03;-0,8
13 Madrid, Comunidad de;Índice general;Variación anual;2016M02;-0,8
13 Madrid, Comunidad de;Índice general;Variación anual;2016M01;-0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2015M12;0,0
13 Madrid, Comunidad de;Índice general;Variación anual;2015M11;-0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2015M10;-0,8
13 Madrid, Comunidad de;Índice general;Variación anual;2015M09;-0,9
13 Madrid, Comunidad de;Índice general;Variación anual;2015M08;-0,5
13 Madrid, Comunidad de;Índice general;Variación anual;2015M07;0,0
13 Madrid, Comunidad de;Índice general;Variación anual;2015M06;0,1
13 Madrid, Comunidad de;Índice general;Variación anual;2015M05;-0,1
13 Madrid, Comunidad de;Índice general;Variación anual;2015M04;-0,5
13 Madrid, Comunidad de;Índice general;Variación anual;2015M03;-0,5
13 Madrid, Comunidad de;Índice general;Variación anual;2015M02;-0,9
13 Madrid, Comunidad de;Índice general;Variación anual;2015M01;-1,3
13 Madrid, Comunidad de;Índice general;Variación anual;2014M12;-1,1
13 Madrid, Comunidad de;Índice general;Variación anual;2014M11;-0,4
13 Madrid, Comunidad de;Índice general;Variación anual;2014M10;0,0
13 Madrid, Comunidad de;Índice general;Variación anual;2014M09;-0,1
13 Madrid, Comunidad de;Índice general;Variación anual;2014M08;-0,3
13 Madrid, Comunidad de;Índice general;Variación anual;2014M07;-0,3
13 Madrid, Comunidad de;Índice general;Variación anual;2014M06;0,0
13 Madrid, Comunidad de;Índice general;Variación anual;2014M05;0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2014M04;0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2014M03;-0,3
13 Madrid, Comunidad de;Índice general;Variación anual;2014M02;-0,1
13 Madrid, Comunidad de;Índice general;Variación anual;2014M01;0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2013M12;0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2013M11;0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2013M10;-0,2
13 Madrid, Comunidad de;Índice general;Variación anual;2013M09;0,3
13 Madrid, Comunidad de;Índice general;Variación anual;2013M08;1,4
13 Madrid, Comunidad de;Índice general;Variación anual;2013M07;1,7
13 Madrid, Comunidad de;Índice general;Variación anual;2013M06;1,9
13 Madrid, Comunidad de;Índice general;Variación anual;2013M05;1,5
13 Madrid, Comunidad de;Índice general;Variación anual;2013M04;1,3
13 Madrid, Comunidad de;Índice general;Variación anual;2013M03;2,4
13 Madrid, Comunidad de;Índice general;Variación anual;2013M02;2,5
13 Madrid, Comunidad de;Índice general;Variación anual;2013M01;2,4
13 Madrid, Comunidad de;Índice general;Variación anual;2012M12;2,5
13 Madrid, Comunidad de;Índice general;Variación anual;2012M11;2,8
13 Madrid, Comunidad de;Índice general;Variación anual;2012M10;3,4
13 Madrid, Comunidad de;Índice general;Variación anual;2012M09;3,2
13 Madrid, Comunidad de;Índice general;Variación anual;2012M08;2,5
13 Madrid, Comunidad de;Índice general;Variación anual;2012M07;2,2
13 Madrid, Comunidad de;Índice general;Variación anual;2012M06;2,0
13 Madrid, Comunidad de;Índice general;Variación anual;2012M05;2,0
13 Madrid, Comunidad de;Índice general;Variación anual;2012M04;2,0
13 Madrid, Comunidad de;Índice general;Variación anual;2012M03;1,9
13 Madrid, Comunidad de;Índice general;Variación anual;2012M02;2,0
13 Madrid, Comunidad de;Índice general;Variación anual;2012M01;2,0
13 Madrid, Comunidad de;Índice general;Variación anual;2011M12;2,5
13 Madrid, Comunidad de;Índice general;Variación anual;2011M11;2,9
13 Madrid, Comunidad de;Índice general;Variación anual;2011M10;3,0
13 Madrid, Comunidad de;Índice general;Variación anual;2011M09;3,1
13 Madrid, Comunidad de;Índice general;Variación anual;2011M08;2,9
13 Madrid, Comunidad de;Índice general;Variación anual;2011M07;2,9
13 Madrid, Comunidad de;Índice general;Variación anual;2011M06;3,0
13 Madrid, Comunidad de;Índice general;Variación anual;2011M05;3,3
13 Madrid, Comunidad de;Índice general;Variación anual;2011M04;3,6
13 Madrid, Comunidad de;Índice general;Variación anual;2011M03;3,4
13 Madrid, Comunidad de;Índice general;Variación anual;2011M02;3,4
13 Madrid, Comunidad de;Índice general;Variación anual;2011M01;3,1
13 Madrid, Comunidad de;Índice general;Variación anual;2010M12;3,0
13 Madrid, Comunidad de;Índice general;Variación anual;2010M11;2,3
13 Madrid, Comunidad de;Índice general;Variación anual;2010M10;2,3
13 Madrid, Comunidad de;Índice general;Variación anual;2010M09;2,1
13 Madrid, Comunidad de;Índice general;Variación anual;2010M08;1,8
13 Madrid, Comunidad de;Índice general;Variación anual;2010M07;1,9
13 Madrid, Comunidad de;Índice general;Variación anual;2010M06;1,5
13 Madrid, Comunidad de;Índice general;Variación anual;2010M05;1,9
13 Madrid, Comunidad de;Índice general;Variación anual;2010M04;1,6
13 Madrid, Comunidad de;Índice general;Variación anual;2010M03;1,6
13 Madrid, Comunidad de;Índice general;Variación anual;2010M02;0,9
13 Madrid, Comunidad de;Índice general;Variación anual;2010M01;1,1
13 Madrid, Comunidad de;Índice general;Variación anual;2009M12;0,9
14 Murcia, Región de;Índice general;Variación anual;2023M12;3,0
14 Murcia, Región de;Índice general;Variación anual;2023M11;3,0
14 Murcia, Región de;Índice general;Variación anual;2023M10;3,5
14 Murcia, Región de;Índice general;Variación anual;2023M09;3,9
14 Murcia, Región de;Índice general;Variación anual;2023M08;3,0
14 Murcia, Región de;Índice general;Variación anual;2023M07;2,6
14 Murcia, Región de;Índice general;Variación anual;2023M06;1,8
14 Murcia, Región de;Índice general;Variación anual;2023M05;3,1
14 Murcia, Región de;Índice general;Variación anual;2023M04;4,6
14 Murcia, Región de;Índice general;Variación anual;2023M03;3,8
14 Murcia, Región de;Índice general;Variación anual;2023M02;6,6
14 Murcia, Región de;Índice general;Variación anual;2023M01;6,3
14 Murcia, Región de;Índice general;Variación anual;2022M12;6,3
14 Murcia, Región de;Índice general;Variación anual;2022M11;7,4
14 Murcia, Región de;Índice general;Variación anual;2022M10;7,9
14 Murcia, Región de;Índice general;Variación anual;2022M09;9,5
14 Murcia, Región de;Índice general;Variación anual;2022M08;11,0
14 Murcia, Región de;Índice general;Variación anual;2022M07;11,4
14 Murcia, Región de;Índice general;Variación anual;2022M06;10,9
14 Murcia, Región de;Índice general;Variación anual;2022M05;9,2
14 Murcia, Región de;Índice general;Variación anual;2022M04;8,2
14 Murcia, Región de;Índice general;Variación anual;2022M03;10,0
14 Murcia, Región de;Índice general;Variación anual;2022M02;7,7
14 Murcia, Región de;Índice general;Variación anual;2022M01;6,2
14 Murcia, Región de;Índice general;Variación anual;2021M12;6,3
14 Murcia, Región de;Índice general;Variación anual;2021M11;5,3
14 Murcia, Región de;Índice general;Variación anual;2021M10;5,1
14 Murcia, Región de;Índice general;Variación anual;2021M09;3,9
14 Murcia, Región de;Índice general;Variación anual;2021M08;3,2
14 Murcia, Región de;Índice general;Variación anual;2021M07;2,7
14 Murcia, Región de;Índice general;Variación anual;2021M06;2,6
14 Murcia, Región de;Índice general;Variación anual;2021M05;2,8
14 Murcia, Región de;Índice general;Variación anual;2021M04;2,3
14 Murcia, Región de;Índice general;Variación anual;2021M03;1,4
14 Murcia, Región de;Índice general;Variación anual;2021M02;0,0
14 Murcia, Región de;Índice general;Variación anual;2021M01;0,4
14 Murcia, Región de;Índice general;Variación anual;2020M12;-0,4
14 Murcia, Región de;Índice general;Variación anual;2020M11;-0,8
14 Murcia, Región de;Índice general;Variación anual;2020M10;-0,5
14 Murcia, Región de;Índice general;Variación anual;2020M09;-0,4
14 Murcia, Región de;Índice general;Variación anual;2020M08;-0,5
14 Murcia, Región de;Índice general;Variación anual;2020M07;-0,5
14 Murcia, Región de;Índice general;Variación anual;2020M06;-0,4
14 Murcia, Región de;Índice general;Variación anual;2020M05;-0,9
14 Murcia, Región de;Índice general;Variación anual;2020M04;-0,7
14 Murcia, Región de;Índice general;Variación anual;2020M03;0,0
14 Murcia, Región de;Índice general;Variación anual;2020M02;0,9
14 Murcia, Región de;Índice general;Variación anual;2020M01;1,2
14 Murcia, Región de;Índice general;Variación anual;2019M12;0,7
14 Murcia, Región de;Índice general;Variación anual;2019M11;0,4
14 Murcia, Región de;Índice general;Variación anual;2019M10;-0,1
14 Murcia, Región de;Índice general;Variación anual;2019M09;-0,1
14 Murcia, Región de;Índice general;Variación anual;2019M08;0,0
14 Murcia, Región de;Índice general;Variación anual;2019M07;0,2
14 Murcia, Región de;Índice general;Variación anual;2019M06;0,0
14 Murcia, Región de;Índice general;Variación anual;2019M05;0,5
14 Murcia, Región de;Índice general;Variación anual;2019M04;1,1
14 Murcia, Región de;Índice general;Variación anual;2019M03;0,9
14 Murcia, Región de;Índice general;Variación anual;2019M02;0,6
14 Murcia, Región de;Índice general;Variación anual;2019M01;0,6
14 Murcia, Región de;Índice general;Variación anual;2018M12;0,9
14 Murcia, Región de;Índice general;Variación anual;2018M11;1,4
14 Murcia, Región de;Índice general;Variación anual;2018M10;2,1
14 Murcia, Región de;Índice general;Variación anual;2018M09;2,2
14 Murcia, Región de;Índice general;Variación anual;2018M08;2,1
14 Murcia, Región de;Índice general;Variación anual;2018M07;2,2
14 Murcia, Región de;Índice general;Variación anual;2018M06;2,1
14 Murcia, Región de;Índice general;Variación anual;2018M05;1,6
14 Murcia, Región de;Índice general;Variación anual;2018M04;0,7
14 Murcia, Región de;Índice general;Variación anual;2018M03;0,9
14 Murcia, Región de;Índice general;Variación anual;2018M02;0,6
14 Murcia, Región de;Índice general;Variación anual;2018M01;0,0
14 Murcia, Región de;Índice general;Variación anual;2017M12;0,6
14 Murcia, Región de;Índice general;Variación anual;2017M11;1,2
14 Murcia, Región de;Índice general;Variación anual;2017M10;0,9
14 Murcia, Región de;Índice general;Variación anual;2017M09;1,1
14 Murcia, Región de;Índice general;Variación anual;2017M08;1,0
14 Murcia, Región de;Índice general;Variación anual;2017M07;0,9
14 Murcia, Región de;Índice general;Variación anual;2017M06;1,1
14 Murcia, Región de;Índice general;Variación anual;2017M05;1,6
14 Murcia, Región de;Índice general;Variación anual;2017M04;2,3
14 Murcia, Región de;Índice general;Variación anual;2017M03;2,0
14 Murcia, Región de;Índice general;Variación anual;2017M02;2,9
14 Murcia, Región de;Índice general;Variación anual;2017M01;3,0
14 Murcia, Región de;Índice general;Variación anual;2016M12;1,6
14 Murcia, Región de;Índice general;Variación anual;2016M11;0,5
14 Murcia, Región de;Índice general;Variación anual;2016M10;0,6
14 Murcia, Región de;Índice general;Variación anual;2016M09;0,1
14 Murcia, Región de;Índice general;Variación anual;2016M08;0,0
14 Murcia, Región de;Índice general;Variación anual;2016M07;-0,6
14 Murcia, Región de;Índice general;Variación anual;2016M06;-0,8
14 Murcia, Región de;Índice general;Variación anual;2016M05;-1,0
14 Murcia, Región de;Índice general;Variación anual;2016M04;-1,1
14 Murcia, Región de;Índice general;Variación anual;2016M03;-0,8
14 Murcia, Región de;Índice general;Variación anual;2016M02;-0,9
14 Murcia, Región de;Índice general;Variación anual;2016M01;-0,2
14 Murcia, Región de;Índice general;Variación anual;2015M12;-0,1
14 Murcia, Región de;Índice general;Variación anual;2015M11;-0,3
14 Murcia, Región de;Índice general;Variación anual;2015M10;-0,7
14 Murcia, Región de;Índice general;Variación anual;2015M09;-1,0
14 Murcia, Región de;Índice general;Variación anual;2015M08;-0,5
14 Murcia, Región de;Índice general;Variación anual;2015M07;0,0
14 Murcia, Región de;Índice general;Variación anual;2015M06;-0,1
14 Murcia, Región de;Índice general;Variación anual;2015M05;-0,3
14 Murcia, Región de;Índice general;Variación anual;2015M04;-0,8
14 Murcia, Región de;Índice general;Variación anual;2015M03;-0,8
14 Murcia, Región de;Índice general;Variación anual;2015M02;-1,2
14 Murcia, Región de;Índice general;Variación anual;2015M01;-1,6
14 Murcia, Región de;Índice general;Variación anual;2014M12;-1,3
14 Murcia, Región de;Índice general;Variación anual;2014M11;-0,5
14 Murcia, Región de;Índice general;Variación anual;2014M10;-0,3
14 Murcia, Región de;Índice general;Variación anual;2014M09;-0,3
14 Murcia, Región de;Índice general;Variación anual;2014M08;-0,9
14 Murcia, Región de;Índice general;Variación anual;2014M07;-0,7
14 Murcia, Región de;Índice general;Variación anual;2014M06;-0,2
14 Murcia, Región de;Índice general;Variación anual;2014M05;0,0
14 Murcia, Región de;Índice general;Variación anual;2014M04;0,3
14 Murcia, Región de;Índice general;Variación anual;2014M03;-0,3
14 Murcia, Región de;Índice general;Variación anual;2014M02;-0,1
14 Murcia, Región de;Índice general;Variación anual;2014M01;0,2
14 Murcia, Región de;Índice general;Variación anual;2013M12;0,4
14 Murcia, Región de;Índice general;Variación anual;2013M11;0,3
